Event Name,Date,City,State,Place,Corps,Score,Season
Drums Along the Rockies,16-Jul-22,Fort Collins,CO,5,Troopers,72.4,2022
Drums Along the Rockies,16-Jul-22,Fort Collins,CO,6,The Academy,70.25,2022
Drums Along the Rockies,16-Jul-22,Fort Collins,CO,7,Genesis,65.45,2022
DCI Memphis,16-Jul-22,Memphis,TN,1,Carolina Crown,86.1,2022
DCI Memphis,16-Jul-22,Memphis,TN,2,Boston Crusaders,85.7,2022
DCI Memphis,16-Jul-22,Memphis,TN,3,The Cadets,82.05,2022
DCI Memphis,16-Jul-22,Memphis,TN,4,Crossmen,75.9,2022
DCI Memphis,16-Jul-22,Memphis,TN,5,Music City,72.1,2022
Riverside Open,15-Jul-22,Riverside,CA,1,Blue Devils B,68.7,2022
Riverside Open,15-Jul-22,Riverside,CA,2,Columbians,64.2,2022
Riverside Open,15-Jul-22,Riverside,CA,3,Golden Empire,61.6,2022
Riverside Open,15-Jul-22,Riverside,CA,4,Les Stentors,54.35,2022
Riverside Open,15-Jul-22,Riverside,CA,5,Blue Devils C,50.35,2022
Riverside Open,15-Jul-22,Riverside,CA,6,Impulse,49.05,2022
Drums Along the Rockies - Cheyenne Edition,15-Jul-22,Cheyenne,WY,- -,The Academy,- -,2022
Drums Along the Rockies - Cheyenne Edition,15-Jul-22,Cheyenne,WY,- -,Mandarins,- -,2022
Drums Along the Rockies - Cheyenne Edition,15-Jul-22,Cheyenne,WY,- -,Troopers,- -,2022
DCI Tupelo,14-Jul-22,Tupelo,MS,1,Boston Crusaders,84,2022
DCI Tupelo,14-Jul-22,Tupelo,MS,2,The Cadets,81.45,2022
DCI Tupelo,14-Jul-22,Tupelo,MS,3,Crossmen,75.4,2022
DCI Tupelo,14-Jul-22,Tupelo,MS,4,Music City,71.75,2022
Drums on the Chippewa,13-Jul-22,Eau Claire,WI,1,Blue Stars,79.45,2022
Drums on the Chippewa,13-Jul-22,Eau Claire,WI,2,Phantom Regiment,77.85,2022
Drums on the Chippewa,13-Jul-22,Eau Claire,WI,3,Colts,73.5,2022
Drums on the Chippewa,13-Jul-22,Eau Claire,WI,4,Madison Scouts,70.75,2022
Corps Encore,13-Jul-22,Ogden,UT,1,Blue Devils,84.55,2022
Corps Encore,13-Jul-22,Ogden,UT,2,Santa Clara Vanguard,82.55,2022
Corps Encore,13-Jul-22,Ogden,UT,3,Mandarins,78.8,2022
Corps Encore,13-Jul-22,Ogden,UT,4,Blue Knights,74.35,2022
Corps Encore,13-Jul-22,Ogden,UT,5,Troopers,70.85,2022
Corps Encore,13-Jul-22,Ogden,UT,6,The Academy,69.2,2022
The Thunder of Drums,12-Jul-22,Mankato,MN,1,Phantom Regiment,76.45,2022
The Thunder of Drums,12-Jul-22,Mankato,MN,2,Colts,71.85,2022
The Thunder of Drums,12-Jul-22,Mankato,MN,3,Madison Scouts,69.05,2022
Drums Across America - Atlanta,12-Jul-22,Powder Springs,GA,1,Carolina Crown,83.45,2022
Drums Across America - Atlanta,12-Jul-22,Powder Springs,GA,2,The Cadets,79.15,2022
Drums Across America - Atlanta,12-Jul-22,Powder Springs,GA,3,Crossmen,73.8,2022
Drums Across America - Atlanta,12-Jul-22,Powder Springs,GA,4,Music City,69.75,2022
DCI Boise,12-Jul-22,Boise,ID,1,Mandarins,77.35,2022
DCI Boise,12-Jul-22,Boise,ID,2,Blue Knights,73.45,2022
DCI Boise,12-Jul-22,Boise,ID,3,Troopers,69.05,2022
DCI Boise,12-Jul-22,Boise,ID,4,The Academy,68.6,2022
Drums Along the Columbia,11-Jul-22,Tri Cities,WA,1,Blue Knights,72.55,2022
Drums Along the Columbia,11-Jul-22,Tri Cities,WA,2,The Academy,68.55,2022
Drums Along the Columbia,11-Jul-22,Tri Cities,WA,3,Troopers,67.55,2022
River City Rhapsody - La Crosse,10-Jul-22,La Crosse,WI,1,Blue Stars,75.75,2022
River City Rhapsody - La Crosse,10-Jul-22,La Crosse,WI,2,Phantom Regiment,73,2022
River City Rhapsody - La Crosse,10-Jul-22,La Crosse,WI,3,Colts,70.75,2022
River City Rhapsody - La Crosse,10-Jul-22,La Crosse,WI,4,Madison Scouts,69.4,2022
DCI West,10-Jul-22,Stanford,CA,1,Blue Devils,82.5,2022
DCI West,10-Jul-22,Stanford,CA,2,Santa Clara Vanguard,79.95,2022
DCI West,10-Jul-22,Stanford,CA,3,Mandarins,76.95,2022
DCI West,10-Jul-22,Stanford,CA,4,Pacific Crest,63.6,2022
Tour of Champions - Northern Illinois,9-Jul-22,DeKalb,IL,1,Bluecoats,80.45,2022
Tour of Champions - Northern Illinois,9-Jul-22,DeKalb,IL,2,Blue Stars,75.75,2022
Tour of Champions - Northern Illinois,9-Jul-22,DeKalb,IL,3,Phantom Regiment,73.6,2022
Tour of Champions - Northern Illinois,9-Jul-22,DeKalb,IL,4,Colts,70.05,2022
Tour of Champions - Northern Illinois,9-Jul-22,DeKalb,IL,5,Madison Scouts,68.75,2022
Seattle Summer Music Games,9-Jul-22,Renton,WA,1,Blue Knights,71.45,2022
Seattle Summer Music Games,9-Jul-22,Renton,WA,2,The Academy,68.1,2022
Seattle Summer Music Games,9-Jul-22,Renton,WA,3,Troopers,65.65,2022
CrownBEAT,9-Jul-22,Lexington,SC,1,Carolina Crown,81.85,2022
CrownBEAT,9-Jul-22,Lexington,SC,2,Boston Crusaders,80.85,2022
CrownBEAT,9-Jul-22,Lexington,SC,3,The Cadets,76.9,2022
CrownBEAT,9-Jul-22,Lexington,SC,4,Crossmen,73.2,2022
CrownBEAT,9-Jul-22,Lexington,SC,5,Music City,68.35,2022
Music on the March,8-Jul-22,Dubuque,IA,1,Blue Stars,75.1,2022
Music on the March,8-Jul-22,Dubuque,IA,2,Colts,68.95,2022
Music on the March,8-Jul-22,Dubuque,IA,3,Madison Scouts,67.4,2022
Drums of Fire,8-Jul-22,Camas,WA,1,Blue Knights,69.55,2022
Drums of Fire,8-Jul-22,Camas,WA,2,The Academy,67.35,2022
Drums of Fire,8-Jul-22,Camas,WA,3,Troopers,65.75,2022
DCI Capital Classic,8-Jul-22,Sacramento,CA,1,Blue Devils,79.6,2022
DCI Capital Classic,8-Jul-22,Sacramento,CA,2,Santa Clara Vanguard,77.75,2022
DCI Capital Classic,8-Jul-22,Sacramento,CA,3,Mandarins,73.3,2022
DCI Capital Classic,8-Jul-22,Sacramento,CA,4,Pacific Crest,62.7,2022
Drums on the Ohio,7-Jul-22,Evansville,IN,1,Bluecoats,78.6,2022
Drums on the Ohio,7-Jul-22,Evansville,IN,2,Phantom Regiment,74.15,2022
Drums on the Ohio,7-Jul-22,Evansville,IN,3,Crossmen,70.55,2022
Drums on the Ohio,7-Jul-22,Evansville,IN,4,Music City,66.6,2022
Summer Music Games in Cincinnati,6-Jul-22,Mason,OH,1,Bluecoats,76.3,2022
Summer Music Games in Cincinnati,6-Jul-22,Mason,OH,2,Crossmen,69.65,2022
Summer Music Games in Cincinnati,6-Jul-22,Mason,OH,3,Music City,65.9,2022
DCI Dover,6-Jul-22,Dover,DE,1,Boston Crusaders,78.15,2022
DCI Dover,6-Jul-22,Dover,DE,2,The Cadets,74.5,2022
DCI Dover,6-Jul-22,Dover,DE,3,Jersey Surf,63.15,2022
Celebration in Brass,6-Jul-22,Ankeny,IA,1,The Cavaliers,74.55,2022
Celebration in Brass,6-Jul-22,Ankeny,IA,2,Blue Stars,73.3,2022
Celebration in Brass,6-Jul-22,Ankeny,IA,3,Colts,68.3,2022
Celebration in Brass,6-Jul-22,Ankeny,IA,4,Madison Scouts,65.7,2022
MidCal Champions Showcase,5-Jul-22,Fresno,CA,1,Blue Devils,77.6,2022
MidCal Champions Showcase,5-Jul-22,Fresno,CA,2,Santa Clara Vanguard,75.9,2022
MidCal Champions Showcase,5-Jul-22,Fresno,CA,3,Mandarins,71.3,2022
MidCal Champions Showcase,5-Jul-22,Fresno,CA,4,Blue Knights,68.3,2022
MidCal Champions Showcase,5-Jul-22,Fresno,CA,5,The Academy,65.35,2022
The Beanpot,3-Jul-22,Lynn,MA,1,Boston Crusaders,74.75,2022
The Beanpot,3-Jul-22,Lynn,MA,2,The Cadets,71.35,2022
The Beanpot,3-Jul-22,Lynn,MA,3,Jersey Surf,59.1,2022
Rotary Music Festival,3-Jul-22,Cedarburg,WI,1,Blue Stars,72.15,2022
Rotary Music Festival,3-Jul-22,Cedarburg,WI,2,Madison Scouts,65,2022
Cavalcade of Brass,3-Jul-22,Lisle,IL,1,The Cavaliers,73.4,2022
Cavalcade of Brass,3-Jul-22,Lisle,IL,2,Crossmen,68.25,2022
Cavalcade of Brass,3-Jul-22,Lisle,IL,3,Colts,65.4,2022
Cavalcade of Brass,3-Jul-22,Lisle,IL,4,Music City,64.15,2022
Innovations in Brass: Northeast Ohio,2-Jul-22,Kent,OH,1,Carolina Crown,74.4,2022
Innovations in Brass: Northeast Ohio,2-Jul-22,Kent,OH,2,Bluecoats,73.95,2022
Innovations in Brass: Northeast Ohio,2-Jul-22,Kent,OH,3,Music City,60.25,2022
East Coast Classic,2-Jul-22,Quincy,MA,1,Boston Crusaders,72.9,2022
East Coast Classic,2-Jul-22,Quincy,MA,2,The Cadets,69.15,2022
East Coast Classic,2-Jul-22,Quincy,MA,3,Jersey Surf,57,2022
Drums on Parade,2-Jul-22,Madison,WI,1,The Cavaliers,72.3,2022
Drums on Parade,2-Jul-22,Madison,WI,2,Blue Stars,70,2022
Drums on Parade,2-Jul-22,Madison,WI,3,Colts,65.85,2022
Drums on Parade,2-Jul-22,Madison,WI,4,Madison Scouts,64.5,2022
Drums Across the Desert,2-Jul-22,Tempe,AZ,1,Blue Devils,75.45,2022
Drums Across the Desert,2-Jul-22,Tempe,AZ,2,Santa Clara Vanguard,74.05,2022
Drums Across the Desert,2-Jul-22,Tempe,AZ,3,Blue Knights,66.7,2022
Drums Across the Desert,2-Jul-22,Tempe,AZ,4,The Academy,63.5,2022
Drums Across the Desert,2-Jul-22,Tempe,AZ,5,Pacific Crest,59.9,2022
DCI Central Indiana,1-Jul-22,Muncie,IN,1,Carolina Crown,73.45,2022
DCI Central Indiana,1-Jul-22,Muncie,IN,2,The Cavaliers,70.2,2022
DCI Central Indiana,1-Jul-22,Muncie,IN,3,Phantom Regiment,67.75,2022
DCI Central Indiana,1-Jul-22,Muncie,IN,4,Blue Stars,67.4,2022
DCI Central Indiana,1-Jul-22,Muncie,IN,5,Crossmen,63.15,2022
DCI Central Indiana,1-Jul-22,Muncie,IN,6,Colts,62.35,2022
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,1,Blue Devils,98.975,2023
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,2,Bluecoats,97.738,2023
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,3,Carolina Crown,97.663,2023
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,4,Boston Crusaders,96.925,2023
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,5,The Cadets,94.313,2023
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,6,Mandarins,93.775,2023
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,7,Phantom Regiment,92.988,2023
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,8,The Cavaliers,92.125,2023
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,9,Colts,90.263,2023
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,10,Troopers,89.475,2023
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,11,Blue Stars,88.625,2023
DCI World Championship Finals,12-Aug-23,Indianapolis,IN,12,Blue Knights,86.375,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,1,Blue Devils,98.275,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,2,Bluecoats,96.988,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,3,Carolina Crown,96.95,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,4,Boston Crusaders,96.738,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,5,The Cadets,93.613,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,6,Mandarins,93.35,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,7,Phantom Regiment,93.163,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,8,The Cavaliers,92.038,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,9,Colts,90.038,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,10,Troopers,88.725,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,11,Blue Stars,88.55,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,12,Blue Knights,87.088,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,13,Crossmen,86.138,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,14,Pacific Crest,85.05,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,15,Spirit of Atlanta,83.625,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,16,Madison Scouts,82.988,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,17,Music City,82.875,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,18,The Academy,82.5,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,19,Spartans,81.275,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,20,Gold,79.913,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,21,Genesis,78.775,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,22,Southwind,77.45,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,23,Jersey Surf,75.488,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,24,Columbians,74.6,2023
DCI World Championship Semifinals,11-Aug-23,Indianapolis,IN,25,Seattle Cascades,73.925,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,1,Blue Devils,97.688,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,2,Carolina Crown,96.975,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,3,Bluecoats,96.688,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,4,Boston Crusaders,96.3,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,5,The Cadets,93.688,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,6,Mandarins,93.363,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,7,Phantom Regiment,92.675,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,8,The Cavaliers,91.788,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,9,Colts,90.175,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,10,Blue Stars,89.363,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,11,Troopers,89.163,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,12,Blue Knights,86.65,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,13,Crossmen,86.338,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,14,Pacific Crest,85,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,15,Spirit of Atlanta,84.838,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,16,Madison Scouts,83.525,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,17,Music City,82.588,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,17,The Academy,82.588,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,19,Spartans,81.913,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,20,Gold,79.25,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,21,Genesis,79.088,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,22,Southwind,77.438,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,23,Jersey Surf,76.238,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,24,Columbians,76.088,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,25,Seattle Cascades,76.05,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,26,The Battalion,74.725,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,27,Guardians,74.575,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,28,River City Rhythm,71.175,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,29,7th Regiment,70.075,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,30,Colt Cadets,68.55,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,31,Raiders,67.175,2023
DCI World Championship Prelims,10-Aug-23,Indianapolis,IN,32,Les Stentors,65.5,2023
DCI Open Class World Championship Finals,8-Aug-23,Marion,IN,1,Spartans,82.263,2023
DCI Open Class World Championship Finals,8-Aug-23,Marion,IN,2,Gold,80.675,2023
DCI Open Class World Championship Finals,8-Aug-23,Marion,IN,3,Southwind,79.125,2023
DCI Open Class World Championship Finals,8-Aug-23,Marion,IN,4,Columbians,76.388,2023
DCI Open Class World Championship Finals,8-Aug-23,Marion,IN,5,The Battalion,75.475,2023
DCI Open Class World Championship Finals,8-Aug-23,Marion,IN,6,Guardians,72.688,2023
DCI Open Class World Championship Finals,8-Aug-23,Marion,IN,7,River City Rhythm,71.775,2023
DCI Open Class World Championship Finals,8-Aug-23,Marion,IN,8,7th Regiment,71.313,2023
DCI Open Class World Championship Finals,8-Aug-23,Marion,IN,9,Colt Cadets,70.025,2023
DCI Open Class World Championship Finals,8-Aug-23,Marion,IN,10,Raiders,68.65,2023
DCI Open Class World Championship Finals,8-Aug-23,Marion,IN,11,Les Stentors,65.9,2023
DCI Open Class World Championship Prelims,7-Aug-23,Marion,IN,1,Eclipse,77.667,2023
DCI Cincinnati,7-Aug-23,Cincinnati,OH,1,Mandarins,92.225,2023
DCI Cincinnati,7-Aug-23,Cincinnati,OH,2,The Cavaliers,91.6,2023
DCI Cincinnati,7-Aug-23,Cincinnati,OH,3,Colts,89,2023
DCI Cincinnati,7-Aug-23,Cincinnati,OH,4,Blue Knights,86.15,2023
DCI Cincinnati,7-Aug-23,Cincinnati,OH,5,Madison Scouts,82.8,2023
DCI Cincinnati,7-Aug-23,Cincinnati,OH,6,The Academy,82.65,2023
DCI Pittsburgh,6-Aug-23,Pittsburgh,PA,1,Blue Devils,96.125,2023
DCI Pittsburgh,6-Aug-23,Pittsburgh,PA,2,Carolina Crown,95.725,2023
DCI Pittsburgh,6-Aug-23,Pittsburgh,PA,3,The Cavaliers,91.05,2023
DCI Pittsburgh,6-Aug-23,Pittsburgh,PA,4,Blue Knights,84.8,2023
DCI Pittsburgh,6-Aug-23,Pittsburgh,PA,5,Spirit of Atlanta,83.85,2023
DCI Pittsburgh,6-Aug-23,Pittsburgh,PA,6,Seattle Cascades,74.75,2023
DCI Eastern Classic,5-Aug-23,Allentown,PA,1,Boston Crusaders,95.475,2023
DCI Eastern Classic,5-Aug-23,Allentown,PA,2,Carolina Crown,95.438,2023
DCI Eastern Classic,5-Aug-23,Allentown,PA,3,The Cadets,92.125,2023
DCI Eastern Classic,5-Aug-23,Allentown,PA,4,Mandarins,91.988,2023
DCI Eastern Classic,5-Aug-23,Allentown,PA,5,Phantom Regiment,91.975,2023
DCI Eastern Classic,5-Aug-23,Allentown,PA,6,Colts,88.163,2023
DCI Eastern Classic,5-Aug-23,Allentown,PA,7,Crossmen,85.388,2023
DCI Eastern Classic,5-Aug-23,Allentown,PA,8,Spirit of Atlanta,83.938,2023
DCI Eastern Classic,5-Aug-23,Allentown,PA,9,Madison Scouts,81.913,2023
DCI Eastern Classic,5-Aug-23,Allentown,PA,10,Music City,80.25,2023
DCI Eastern Classic,5-Aug-23,Allentown,PA,11,Jersey Surf,74.975,2023
Shoremen Brass Classic,5-Aug-23,Avon Lake,OH,1,Spartans,79.85,2023
Shoremen Brass Classic,5-Aug-23,Avon Lake,OH,2,Columbians,74.7,2023
Shoremen Brass Classic,5-Aug-23,Avon Lake,OH,3,Guardians,72.65,2023
Shoremen Brass Classic,5-Aug-23,Avon Lake,OH,4,7th Regiment,69.85,2023
Shoremen Brass Classic,5-Aug-23,Avon Lake,OH,5,Raiders,68.25,2023
DCI Eastern Illinois,5-Aug-23,Charleston,IL,1,Gold,79.85,2023
DCI Eastern Illinois,5-Aug-23,Charleston,IL,2,Southwind,76.95,2023
DCI Eastern Illinois,5-Aug-23,Charleston,IL,3,The Battalion,73.55,2023
DCI Eastern Illinois,5-Aug-23,Charleston,IL,4,River City Rhythm,70.3,2023
DCI Eastern Illinois,5-Aug-23,Charleston,IL,5,Colt Cadets,67.3,2023
DCI Eastern Illinois,5-Aug-23,Charleston,IL,6,Les Stentors,64.8,2023
Tournament of Drums,4-Aug-23,Cedar Rapids,IA,1,Gold,79.15,2023
Tournament of Drums,4-Aug-23,Cedar Rapids,IA,2,Southwind,76.2,2023
Tournament of Drums,4-Aug-23,Cedar Rapids,IA,3,The Battalion,71.55,2023
Tournament of Drums,4-Aug-23,Cedar Rapids,IA,4,River City Rhythm,68.95,2023
Tournament of Drums,4-Aug-23,Cedar Rapids,IA,5,Colt Cadets,65.65,2023
Tournament of Drums,4-Aug-23,Cedar Rapids,IA,6,Les Stentors,63.45,2023
Drums In the Heartland,4-Aug-23,Orrville,OH,1,Columbians,72.85,2023
Drums In the Heartland,4-Aug-23,Orrville,OH,2,Guardians,71,2023
Drums In the Heartland,4-Aug-23,Orrville,OH,3,7th Regiment,67.15,2023
Drums In the Heartland,4-Aug-23,Orrville,OH,4,Raiders,65.5,2023
DCI Eastern Classic,4-Aug-23,Allentown,PA,1,Blue Devils,95.775,2023
DCI Eastern Classic,4-Aug-23,Allentown,PA,2,Bluecoats,95.25,2023
DCI Eastern Classic,4-Aug-23,Allentown,PA,3,The Cavaliers,91.05,2023
DCI Eastern Classic,4-Aug-23,Allentown,PA,4,Troopers,88.525,2023
DCI Eastern Classic,4-Aug-23,Allentown,PA,5,Blue Stars,87.55,2023
DCI Eastern Classic,4-Aug-23,Allentown,PA,6,Blue Knights,84.688,2023
DCI Eastern Classic,4-Aug-23,Allentown,PA,7,Pacific Crest,83.825,2023
DCI Eastern Classic,4-Aug-23,Allentown,PA,8,The Academy,82.025,2023
DCI Eastern Classic,4-Aug-23,Allentown,PA,9,Genesis,78.275,2023
DCI Eastern Classic,4-Aug-23,Allentown,PA,10,Seattle Cascades,74.625,2023
DCI East Coast Showcase - Lawrence,3-Aug-23,Lawrence,MA,1,Boston Crusaders,95.05,2023
DCI East Coast Showcase - Lawrence,3-Aug-23,Lawrence,MA,2,Bluecoats,94.7,2023
DCI East Coast Showcase - Lawrence,3-Aug-23,Lawrence,MA,3,Mandarins,90.9,2023
DCI East Coast Showcase - Lawrence,3-Aug-23,Lawrence,MA,4,Phantom Regiment,90.65,2023
Soaring Sounds,2-Aug-23,Centerville,OH,1,The Cavaliers,90.25,2023
Soaring Sounds,2-Aug-23,Centerville,OH,2,Colts,87.7,2023
Soaring Sounds,2-Aug-23,Centerville,OH,3,Crossmen,84.65,2023
Soaring Sounds,2-Aug-23,Centerville,OH,4,Pacific Crest,83,2023
Soaring Sounds,2-Aug-23,Centerville,OH,5,The Academy,81.6,2023
Soaring Sounds,2-Aug-23,Centerville,OH,6,Music City,79.85,2023
March On!,2-Aug-23,Apple Valley,MN,1,Minnesota Brass,78,2023
DCI Glassboro,2-Aug-23,Glassboro,NJ,1,Bluecoats,95.25,2023
DCI Glassboro,2-Aug-23,Glassboro,NJ,2,The Cadets,92.3,2023
DCI Glassboro,2-Aug-23,Glassboro,NJ,3,Blue Stars,87.15,2023
DCI Glassboro,2-Aug-23,Glassboro,NJ,4,Spirit of Atlanta,83,2023
DCI Glassboro,2-Aug-23,Glassboro,NJ,5,Madison Scouts,82.4,2023
DCI Glassboro,2-Aug-23,Glassboro,NJ,6,Genesis,78,2023
DCI Glassboro,2-Aug-23,Glassboro,NJ,7,Jersey Surf,73.6,2023
Summer Music Games of Southwest Virginia,1-Aug-23,Salem,VA,1,Carolina Crown,93.75,2023
Summer Music Games of Southwest Virginia,1-Aug-23,Salem,VA,2,Blue Stars,87.65,2023
Summer Music Games of Southwest Virginia,1-Aug-23,Salem,VA,3,Troopers,87.4,2023
Summer Music Games of Southwest Virginia,1-Aug-23,Salem,VA,4,Madison Scouts,82,2023
Summer Music Games of Southwest Virginia,1-Aug-23,Salem,VA,5,Seattle Cascades,73,2023
Drums Across the Smokies,1-Aug-23,Sevierville,TN,1,The Cavaliers,89.1,2023
Drums Across the Smokies,1-Aug-23,Sevierville,TN,2,Colts,87.1,2023
Drums Across the Smokies,1-Aug-23,Sevierville,TN,3,Crossmen,82.9,2023
Drums Across the Smokies,1-Aug-23,Sevierville,TN,4,Pacific Crest,82.75,2023
Drums Across the Smokies,1-Aug-23,Sevierville,TN,5,The Academy,80.3,2023
Drums Across the Smokies,1-Aug-23,Sevierville,TN,6,Music City,79.65,2023
Drum Corps: An American Tradition,1-Aug-23,Annapolis,MD,1,Blue Devils,95.2,2023
Drum Corps: An American Tradition,1-Aug-23,Annapolis,MD,2,The Cadets,90.9,2023
Drum Corps: An American Tradition,1-Aug-23,Annapolis,MD,3,Mandarins,90.45,2023
Drum Corps: An American Tradition,1-Aug-23,Annapolis,MD,4,Blue Knights,82.95,2023
Drum Corps: An American Tradition,1-Aug-23,Annapolis,MD,5,Jersey Surf,73.6,2023
DCI Huntington,31-Jul-23,Huntington,WV,1,Phantom Regiment,90.9,2023
DCI Huntington,31-Jul-23,Huntington,WV,2,Spirit of Atlanta,82.65,2023
DCI Huntington,31-Jul-23,Huntington,WV,3,Madison Scouts,81.05,2023
DCI Huntington,31-Jul-23,Huntington,WV,4,Genesis,76.6,2023
DCI Huntington,31-Jul-23,Huntington,WV,5,Seattle Cascades,71.9,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,1,Blue Devils,94.275,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,2,Bluecoats,92.95,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,3,Carolina Crown,92.85,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,4,The Cadets,89.65,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,5,Mandarins,89.263,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,6,Blue Stars,86.375,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,7,Colts,85.725,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,8,Crossmen,81.675,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,9,The Academy,79.5,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,10,Genesis,75.7,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,11,Jersey Surf,72.675,2023
NightBEAT,30-Jul-23,Winston-Salem,NC,12,Seattle Cascades,70.975,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,1,Blue Devils,94.325,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,2,Carolina Crown,92.4,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,3,Boston Crusaders,92.05,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,4,Bluecoats,91.975,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,5,Phantom Regiment,89.275,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,6,The Cadets,88.925,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,7,The Cavaliers,88.1,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,8,Troopers,85.725,2023
DCI Southeastern Championship,29-Jul-23,Atlanta,GA,9,Blue Knights,82.4,2023
